country,最有名研究领域1,最有名研究领域2,最有名研究领域3
Brazil,Computer network,The Internet,Operating system
Singapore,Artificial intelligence,Machine learning,Database
United States,Artificial intelligence,Electrical engineering,The Internet
China,Artificial intelligence,Machine learning,The Internet
United States,Artificial intelligence,Social psychology,The Internet
Germany,Programming language,Algorithm,Artificial intelligence
China,Artificial intelligence,Machine learning,Electrical engineering
United Kingdom,Artificial intelligence,Mathematical optimization,Machine learning
Germany,Statistics,Algorithm,Telecommunications
Qatar,Artificial intelligence,Natural language processing,Programming language
无数据,无数据,无数据,无数据
United States,Artificial intelligence,Operating system,Algorithm
Japan,Artificial intelligence,Operating system,Electrical engineering
United States,Computer network,The Internet,Operating system
United States,Statistics,Computer network,Telecommunications
United States,Operating system,Algorithm,Central processing unit
United States,Operating system,Database,Computer network
United States,Artificial intelligence,Statistics,Algorithm
United States,Artificial intelligence,Statistics,Computer vision
United States,Operating system,Computer network,Central processing unit
Jordan,Computer network,Operating system,The Internet
United States,Computer network,Telecommunications,Artificial intelligence
Canada,Artificial intelligence,Computer vision,Statistics
China,Artificial intelligence,Operating system,The Internet
Canada,Law,Statistics,Artificial intelligence
United States,Programming language,Artificial intelligence,Algorithm
United States,Statistics,Artificial intelligence,Algorithm
Japan,Artificial intelligence,Speech recognition,Programming language
United States,Gene,Internal medicine,Organic chemistry
United States,Combinatorics,Statistics,Mathematical analysis
United States,Operating system,Computer network,The Internet
United States,The Internet,World Wide Web,Social science
United States,Artificial intelligence,Machine learning,Computer vision
New Zealand,Artificial intelligence,Machine learning,Statistics
United States,Operating system,Artificial intelligence,Programming language
United States,Artificial intelligence,Machine learning,Computer vision
United States,Gene,Artificial intelligence,DNA
United Kingdom,Statistics,Artificial intelligence,Machine learning
United States,Artificial intelligence,Machine learning,World Wide Web
United States,Artificial intelligence,Computer vision,Computer graphics
Israel,Artificial intelligence,Machine learning,Operating system
France,Artificial intelligence,Computer vision,Statistics
United States,Operating system,Computer network,Programming language
United States,Operating system,Central processing unit,Programming language
Germany,Database,Operating system,Artificial intelligence
Finland,Artificial intelligence,Algorithm,Statistics
Republic of Korea,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,Machine learning,Natural language processing
United States,Artificial intelligence,Computer vision,Optics
Israel,Artificial intelligence,Statistics,Machine learning
United Kingdom,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Gene,Machine learning
China,Artificial intelligence,Computer network,Statistics
United States,Artificial intelligence,Machine learning,The Internet
United States,Artificial intelligence,Natural language processing,Machine learning
Italy,Artificial intelligence,Computer vision,Operating system
Australia,Artificial intelligence,Statistics,Algorithm
United States,Artificial intelligence,Machine learning,Statistics
United States,Database,Operating system,Programming language
Canada,Artificial intelligence,Radiology,Surgery
Germany,Computer network,Operating system,The Internet
United States,Statistics,Artificial intelligence,Law
United Kingdom,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Computer vision,Geometry
United States,Statistics,Artificial intelligence,Computer network
United States,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Programming language,Natural language processing
Egypt,Computer network,Artificial intelligence,The Internet
United Kingdom,Computer network,Statistics,Artificial intelligence
United States,Artificial intelligence,Social science,Social psychology
United States,Algorithm,Computer network,Combinatorics
Greece,Artificial intelligence,Database,Programming language
United States,Computer network,Operating system,The Internet
United States,Operating system,Database,Algebra
United States,Computer network,Telecommunications,Statistics
Japan,Computer network,Telecommunications,Statistics
China,Computer network,Artificial intelligence,The Internet
United States,Artificial intelligence,Computer network,Operating system
United States,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Machine learning,Information retrieval
United States,Artificial intelligence,Machine learning,Computer vision
Belgium,Artificial intelligence,Statistics,Quantum mechanics
Belgium,Artificial intelligence,Statistics,Machine learning
United States,Optics,Quantum mechanics,Statistics
United States,Programming language,Algorithm,Operating system
United States,Computer network,Algorithm,Combinatorics
Australia,Programming language,Algorithm,Artificial intelligence
Cyprus,Artificial intelligence,Operating system,Database
Greece,Internal medicine,Artificial intelligence,Quantum mechanics
China,Artificial intelligence,Machine learning,Operating system
China,Computer network,Telecommunications,Operating system
China,Artificial intelligence,Machine learning,Computer vision
China,Artificial intelligence,Electrical engineering,Machine learning
United States,Statistics,Algorithm,Algebra
Singapore,Gene,Artificial intelligence,Statistics
United States,Artificial intelligence,Computer vision,Computer graphics
United Kingdom,Computer network,Telecommunications,Operating system
Germany,Artificial intelligence,Programming language,The Internet
Switzerland,Programming language,Operating system,Computer network
China,Computer network,Operating system,Statistics
United Kingdom,Artificial intelligence,Statistics,Computer vision
United Kingdom,Artificial intelligence,Machine learning,Artificial neural network
Canada,Operating system,Computer network,Artificial intelligence
United States,Operating system,Programming language,Software
United States,Artificial intelligence,Operating system,Computer graphics
Germany,Artificial intelligence,Programming language,Law
United States,Artificial intelligence,Optics,Computer vision
Australia,Artificial intelligence,Machine learning,Operating system
Germany,Gene,DNA,Enzyme
Germany,Artificial intelligence,Control theory,Computer vision
United States,Artificial intelligence,Statistics,Operating system
China,Artificial intelligence,Operating system,The Internet
Germany,Artificial intelligence,Operating system,Law
United States,Artificial intelligence,Cognition,Perception
United States,Operating system,Computer network,Programming language
Germany,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Algorithm,Geometry
Spain,Computer network,Operating system,The Internet
United States,Internal medicine,Statistics,Artificial intelligence
United States,Social psychology,The Internet,Law
Taiwan,Artificial intelligence,The Internet,Operating system
China,Artificial intelligence,Computer vision,Machine learning
Japan,Algorithm,Programming language,Mathematical optimization
France,Algebra,Discrete mathematics,Cryptography
China,Artificial intelligence,Computer vision,Geometry
United States,Artificial intelligence,Machine learning,Programming language
United States,Algorithm,Computer network,Artificial intelligence
France,Artificial intelligence,Programming language,Statistics
China,Quantum mechanics,Algebra,Algorithm
United States,Artificial intelligence,Operating system,The Internet
United States,Artificial intelligence,Machine learning,Information retrieval
Taiwan,Artificial intelligence,Computer network,Operating system
United States,Artificial intelligence,Surgery,Mechanical engineering
China,Operating system,Computer network,Artificial intelligence
China,Computer network,The Internet,Cryptography
Finland,Artificial intelligence,Control theory,Algorithm
China,Algebra,Discrete mathematics,Combinatorics
Canada,Artificial intelligence,Computer vision,Statistics
